client,nationality,title,pos_review,pos_review_en,pos_compound,pos_comp_score,len_pos_review,neg_review,neg_review_en,neg_compound,neg_comp_score,len_neg_review,date_review,year_review,month_review,score,score_2,travel_type,room_type
Antonia,España,Fantástico,"Ubicación,. La habitación era enorme y con dos baños.","Location,. The room was huge and with two bathrooms.",0.3182,positive,53,"La limpieza no era perfecta. No dejaban las camas hechas, sobre todo con las literas era muy incómodo","The cleaning was not perfect. They did not leave the beds made, especially with the bunk beds it was very uncomfortable",-0.6949,negative,101,2022-01-02,2022,1,9.0,Wonderful,En familia,Habitación Cuádruple Deluxe
Monica,España,Muy bien,La ubicación,Location,0.0,neutral,12,La luz que entra por las ventanas y el ruído,The light coming through the windows and the noise,0.0,neutral,44,2021-12-31,2021,12,8.0,Good,En familia,Habitación Triple
Jose,España,recomendable 100%,"ubicación estupenda, habitación súper amplia y cómoda y desayuno buenísimo. todo perfecto","great location, super spacious and comfortable room and great breakfast. everything perfect",0.9643,positive,89,,,,,0,2021-12-31,2021,12,10.0,Wonderful,En familia,Habitación Familiar
Rocio,España,muy bien ubicado,ubicación y la habitación muy amplia (cuádruple),location and very spacious room (quadruple),0.0,neutral,48,"la habitación parece bastante antigua: muebles y suelo gastados…
que no reserven parking","the room looks quite old: worn furniture and floor…
do not reserve parking",-0.3566,negative,88,2021-12-31,2021,12,8.0,Good,En familia,Habitación Cuádruple Estándar
Cristina,España,Volveremos,La verdad que esta bastante bien el hotel en si pero tendrían que mejorar el mobiliario es bastante antiguo.En cuanto la cena felicidades al chef 👏estaba todo muy rico aunque el salmón un poco seco pero bienn..en cuanto me llegó el postre se me olvidó todo 🤩El limón pie es excelente tanto el arroz con calamares 🦑 🔝 .Las gambas marinadas 🎯riquísimas..un acierto total las mezclas de sabores era genial.El desayuno ha estado bien aunque para un hotel de 4* creo que podría mejor un poco . El personal de la recepción súper amable y los camareros del restaurante también…,QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS,0.0,neutral,570,,,,,0,2021-12-30,2021,12,8.0,Good,En familia,Habitación Cuádruple Estándar
Alves,España,Excepcional,"Somos una familia de tres y hay dos baños en la habitación, excelente","We are a family of three and there are two bathrooms in the room, excellent",0.5719,positive,69,,,,,0,2021-12-29,2021,12,10.0,Wonderful,En grupo,Habitación Triple
Estefania,España,muy bueno calidad precio,instalaciones ubicación,location Facilities,0.0,neutral,23,,,,,0,2021-12-29,2021,12,9.0,Wonderful,En grupo,Habitación Cuádruple Estándar
Isni,"Abjasia, ​Georgia",Muy bien,"Una de las chicas de recepción para estar cara al publico, un poco desagradable,. Pedi cama extragrande y no fue lo que nos encotramos. Lo demas correcto y ubicación muy bien.","One of the reception girls to be face to face with the public, a little unpleasant,. I asked for an extra-large bed and it wasn't what we found. The rest is correct and the location is very good.",0.4927,positive,175,caracter chica recepción,character Girl Reception,0.0,neutral,24,2021-12-29,2021,12,8.0,Good,En familia,Habitación Cuádruple Deluxe
Marga,España,Perfecta,"La ubicación perfecta, cerca del centro pero no en medio. No desayunamos en el hotel. El aparcamiento es de pago.","The perfect location, close to the center but not in the middle. We didn't have breakfast at the hotel. Parking is for a fee.",0.3291,positive,113,,,,,0,2021-12-29,2021,12,9.0,Wonderful,En familia,Habitación Familiar
Roger,España,Fantástico,La habitación,The bedroom,0.0,neutral,13,,,,,0,2021-12-29,2021,12,9.0,Wonderful,En familia,Habitación Cuádruple Estándar
Maria,España,Excepcional,"Excelente ubicación, habitación súper amplia, el personal muy amable.","Excellent location, super spacious room, very friendly staff.",0.902,positive,69,,,,,0,2021-12-29,2021,12,10.0,Wonderful,En familia,Habitación Cuádruple Estándar
Cristina,España,Muy bien,La habitación es muy amplia y tiene bastante armario. Tambien hay un pequeño recibidor el cual puedes cerrar la puerta y minimiza mucho si hay ruido exterior.,The room is very spacious and has quite a closet. There is also a small hall which you can close the door and minimizes much if there is outside noise.,0.0,neutral,158,"Los muebles y las puertas están en mal estado.
Solo hay el espejo del baño y es pequeño","The furniture and doors are in poor condition.
There's only the bathroom mirror and it's small",-0.4767,negative,87,2021-12-26,2021,12,8.0,Good,En pareja,Habitación Doble - 1 o 2 camas
Calomarde,España,Recomendable al 95%,"la habitación muy amplia , nos ha encantado","the room was very spacious , we loved it",0.6326,positive,43,la wifi no llega bien a la habitación se cortaba por las noches,the wifi does not arrive well to the room was cut at night,-0.443,negative,63,2021-12-24,2021,12,9.0,Wonderful,En pareja,Habitación Doble - 1 o 2 camas
Caarla16,España,Muy bien,"La ubicación es muy buena, al lado del centro.
La habitación muy grande y limpia.","The location is very good, next to the center.
The room is very large and clean.",0.7316,positive,81,"El wifi no llegaba bien a las habitaciones
En el baño no habia escobillas
También se escuchaba bastante el ruido del exterior...","Wifi didn't get to the rooms well
There were no brushes in the bathroom.
There was also a lot of noise from the outside.",-0.0258,neutral,128,2021-12-21,2021,12,8.0,Good,En pareja,Habitación Doble Deluxe
Mariano,España,Muy corta pero muy activa..,"La ubicación era muy buena, ya que esta a 30 metros de la calle central y no tiene perdida--El desayuno opcional y muy variado, de self service--los productos muy frecos y el personal muy agradable--","The location was very good, as it is 30 meters from the central street and has no loss-- Optional breakfast and very varied, self-service-- very frequent products and very nice staff--",0.6232,positive,199,"todo era perfecto--la estancia muy corta por el regreso al trabajo, pero aun así nos hubieramos quedado mas tiempo--ya que el personal es muy cualificado...y da gusto repetir en un lugar donde te reciben con los brazos abiertos...","everything was perfect - the stay was very short because of the return to work, but we would still have stayed longer - since the staff is very qualified...and it is good to repeat in a place where they welcome you with open arms...",0.8807,positive,230,2021-12-20,2021,12,10.0,Wonderful,En familia,Habitación Cuádruple Estándar
Josep,España,Muy bien,El aparcamiento estaba lleno pero en recepción nos indicaron otras opciones cerca del hotel,The parking lot was full but at the reception they indicated other options near the hotel,0.0,neutral,91,"Tuvimos problemas con la calefacción por aire, hacía mucho calor","We had problems with the air heating, it was very hot",-0.4019,negative,64,2021-12-20,2021,12,8.0,Good,En familia,Habitación Cuádruple Estándar
Hanae,España,la habitación es perfecta,la habitación súper grande y muy limpia,the room super large and very clean,0.7841,positive,39,,,,,0,2021-12-20,2021,12,10.0,Wonderful,En familia,Habitación Cuádruple Estándar
Eduardo,España,Satisfactoria de acuerdo con mis expectativas.,"La ubicación muy céntrica, y la calidad - precio del restaurante.","The very central location, and the quality - price of the restaurant.",0.0,neutral,65,"El precio del parking por día, me costo un 35% del importe de la reserva.","The price of the parking per day, cost me 35% of the amount of the reservation.",0.0,neutral,73,2021-12-20,2021,12,9.0,Wonderful,En pareja,Habitación Doble - 1 o 2 camas
Jose,España,Excepcional,"ubicación perfecta , parking en frente muy barato más que el del hotel y la comida muy buena","perfect location, parking in front very cheap more than that of the hotel and very good food",0.7841,positive,92,,,,,0,2021-12-20,2021,12,10.0,Wonderful,En pareja,Habitación Doble - 1 o 2 camas
Antonio,España,"Muy bien hotel, con muy buena habitación","La amplitud de la habitación y la claridad de esta, gracias a su gran ventana","The spaciousness of the room and the clarity of it, thanks to its large window",0.6808,positive,77,Las camas no eran muy cómodas. Al menos en la que yo dormí,The beds were not very comfortable. At least the one I slept in.,-0.4439,negative,58,2021-12-19,2021,12,8.0,Good,En familia,Habitación Triple
Aleix,España,"Excelente, ningún aspecto a mejorar",Me pareció perfecto en todos los aspectos. Habitación recién reformada. Muy espaciosa,I thought it was perfect in every way. Newly renovated room. Very spacious,0.5719,positive,85,No hay nada que no me haya gustado,Negative: no hay nada que no me haya gustado,-0.7964,negative,34,2021-12-19,2021,12,10.0,Wonderful,En grupo,Habitación Cuádruple Deluxe
Cristina,España,EXCELENTE UBICACIÓN y RESTAURANTE,La amplitud de las habitaciones y la comida,The spaciousness of the rooms and the food,0.0,neutral,43,La falta de plazas de parking y que no se pueda reservarlas.,The lack of parking spaces and that they can not be reserved.,-0.3182,negative,60,2021-12-19,2021,12,10.0,Wonderful,En grupo,Habitación Cuádruple Estándar
Yaiza,España,Recomendable 100%,"La verdad que nos gustó todo, es la tercera vez que estamos en este hotel y super bien, el personal fantastico, las habitaciones geniales y la comida delux","The truth is that we liked everything, it is the third time we are in this hotel and super well, fantastic staff, great rooms and deluxe food",0.9571,positive,155,Si tengo que poner una pega es que el wifi no llegaba bien a la habitación,If I have to put a catch it is that the wifi did not arrive well in the room,-0.2057,negative,74,2021-12-18,2021,12,9.0,Wonderful,En pareja,Habitación Doble - 1 o 2 camas
Mireia,España,Hotel espectacular.,"Nos encantó la habitación, muy amplia y limpia. Además de la comida del restaurante espectacular. Personal muy atento y amable y genial ubicación.","We loved the room, very spacious and clean. In addition to the spectacular restaurant food. Very attentive and friendly staff and great location.",0.9374,positive,146,Nada. Todo genial,Everything great.,0.6249,positive,17,2021-12-14,2021,12,10.0,Wonderful,En pareja,Habitación Doble - 1 o 2 camas
Sergio,España,Buen alojamiento para familias,"La situación es muy buena y la habitación familiar está muy bien, estando juntos los niños tiene su cuarto de baño aparte de la parte de la cama doble, una buena idea","The situation is very good and the family room is very good, being together the children have their bathroom apart from the double bed part, a good idea",0.8618,positive,166,,,,,0,2021-12-12,2021,12,8.0,Good,En familia,Habitación Familiar
Fouad,Marruecos,Fantástico,La ubicacion,The location,0.0,neutral,12,,,,,0,2021-12-12,2021,12,9.0,Wonderful,En familia,Habitación Familiar Deluxe
Jose,España,Fantástico,"Ubicacion idonea, habitaciones amplias y comodas. Personal muy atento","Suitable location, spacious and comfortable rooms. Very attentive staff",0.5106,positive,69,"No poder aparcar en el parking del hotel, por falta de sitio.","Not being able to park in the hotel car park, due to lack of space.",-0.3182,negative,61,2021-12-12,2021,12,9.0,Wonderful,En grupo,Habitación Doble - 1 o 2 camas
Clara,España,Muy bien,"La ubicación, muy céntrico.","The location, very central.",0.0,neutral,27,"la parte del bufet del desayuno era pequeña, había poco espacio y se acumulaba la gente.","the part of the breakfast buffet was small, there was little space and people were piling up.",0.0,neutral,88,2021-12-11,2021,12,8.0,Good,En pareja,Habitación Doble Deluxe
Marta,España,"Su ubicación y calidad precio, seguro que volveremos","El  tamaño de la habitacio impresionante
El desayuno correcto
Trato amable del personal","The  size of the room impressive
The right breakfast
Friendly staff treatment",0.7579,positive,87,Las almohadas no son muy comodas,Pillows are not very comfortable,-0.4439,negative,32,2021-12-11,2021,12,8.0,Good,En pareja,Habitación Doble - 1 o 2 camas
Jesús,España,Me ha gustado la estancia y volvería sin duda,Todo en general,"Everything, in general. ",0.0,neutral,15,Y el personal muy atento,And the very attentive staff,0.0,neutral,24,2021-12-10,2021,12,10.0,Wonderful,En pareja,Habitación Doble Deluxe
Raquel,España,Muy correcto,Las habitaciones y el restaurante,The rooms and the restaurant,0.0,neutral,33,,,,,0,2021-12-10,2021,12,9.0,Wonderful,En pareja,Habitación Doble - 1 o 2 camas
Olga,España,"El hotel es de 10! Estancia muy agradable, cenas de lujo, trato exquisito. Volveremos.","Me encantó el hotel, muy nuevo, limpio y muy bien ubicado, zona tranquila, pero próxima a la zona comercial y Caldea. Destacar especialmente la comida, las cenas fueron espectaculares (el chef realiza platos de alta cocina). El desayuno también estuvo muy correcto. Y también destacar la atención de los camareros, especialmente de Lucio que fue muy amable en todo momento. Lo recomendaré sin duda y volveré seguro.","I loved the hotel, very new, clean and very well located, quiet area, but close to the commercial area and Caldea. Especially highlighting the food, the dinners were spectacular (the chef makes haute cuisine dishes). Breakfast was also very good. And also to highlight the attention of the waiters, especially Lucio who was very kind at all times. I will definitely recommend it and come back safe.",0.9821,positive,415,"En la habitación hacía excesivo calor para dormir, y no se puede regular la temperatura. También que haya pocas plazas de aparcamiento en el hotel y nos obligara a irnos a uno público por el que pagamos un importe desorbitado.","In the room it was too hot to sleep, and you can not regulate the temperature. Also that there are few parking spaces in the hotel and forced us to go to a public one for which we pay an exorbitant amount.",-0.5267,negative,226,2021-12-09,2021,12,9.0,Wonderful,En familia,Habitación Cuádruple Deluxe
Cristina,España,Estancia agradable,"Que era tranquilo,habitaciones muy amplias,la comida buena y su ubicación.","It was quiet, very spacious rooms, good food and its location.",0.4877,positive,74,Nuestra habitación particularmente era una cuádruple y queriamos estar todos juntos y nos tocó dormir separados tipo habitáculo en la entrada tipo hall en dos literas.,Our room particularly was a quadruple and we wanted to be all together and we had to sleep separately cabin type at the entrance hall type in two bunk beds.,0.0,neutral,167,2021-12-06,2021,12,8.0,Good,En familia,Habitación Cuádruple Estándar
Pascual,España,Genial,ubicación y la enorme habitación,location and the huge room,0.3182,positive,32,,,,,0,2021-12-06,2021,12,9.0,Wonderful,En pareja,Habitación Doble - 1 o 2 camas
Jesica,España,Confortable y tranquilo,"Muy acogedor y limpio, muy bien ubicado para moverse por el centro. Nos dieron una habitación superior.","Very cozy and clean, very well located to move around the center. We were given an upper room.",0.6549,positive,103,Todo estuvo correcto.,Everything was right.,0.0,neutral,21,2021-12-03,2021,12,10.0,Wonderful,En grupo,Habitación Doble - 1 o 2 camas
Jenni,España,Hotel muy recomendable,Las habitaciones son muy grandes y espaciosas. Estan muy limpias y se puede descansar muy bien. Está muy cerca de la zona comercial. El personal és muy atento y agradable. És la tercera vez que nos alojamos en este hotel y sin duda si volvemos Andorra será nuestra primera opción.,The rooms are very large and spacious. They are very clean and can rest very well. It is very close to the shopping area. The staff is very attentive and friendly. It is the third time we have stayed at this hotel and undoubtedly if we return Andorra will be our first choice.,0.8338,positive,280,,,,,0,2021-12-02,2021,12,10.0,Wonderful,En familia,Habitación Cuádruple Estándar
Raquel,España,Muy buena como siempre!!,"Parking disponible antes del checkin.
Desayuno muy bueno, variado y amplias horas.
Habitación y servicios muy buenos
Repetimos cada año que viajamos Andorra, en plena avenida Meritxell","Parking is available prior to check-in.
Very good breakfast, varied and long hours.
Very good room and services
We repeat every year that we travel Andorra, in the middle of Avenida Meritxell",0.7496,positive,184,Hubiéramos preferido hacer el checkin un poco más pronto cuando llegamos para dejar maletas pero al dejarnos disponer del parking nos pareció buena alternativa.,We would have preferred to check in a little sooner when we arrived to leave our bags but letting us have the parking seemed like a good alternative.,0.7906,positive,160,2021-11-30,2021,11,10.0,Wonderful,En pareja,Habitación Doble - 1 o 2 camas
Raquel,España,Buen hotel,Me gusto que pedi una cama grande y me la dieron. Tambien nos dejaron dejar el coche despues del cheek out hasta las 15h.la habitacion muy grande y reformada,I liked that I asked for a big bed and they gave it to me. They also let us leave the car after the cheek out until 15h.the room very large and renovated,0.3818,positive,157,El parking pequeño.,The small parking.,0.0,neutral,19,2021-11-30,2021,11,8.0,Good,En pareja,Habitación Doble Deluxe
Diaz,España,Muy bien,Las habitaciones nuevas como sale en la foto,New rooms as shown in the photo,0.0,neutral,44,"La habitación que me dieron  al principio, suerte que lo solucionaron rapido","The room they gave me at the beginning, luckily they fixed it quickly",0.5106,positive,76,2021-11-28,2021,11,8.0,Good,En pareja,Habitación Doble - 1 o 2 camas
Jose,España,Fabuloso,Excelente,Excellent,0.5719,positive,9,,,,,0,2021-11-28,2021,11,10.0,Wonderful,En pareja,Habitación Doble Deluxe
Mªcarmen,España,Muy bien,Cama comoda y grande.Todo estaba muy bien.,Comfortable and large bed. Everything was very good.,0.7574,positive,42,El cafe del desayuno,The Breakfast Cafe,0.0,neutral,20,2021-11-27,2021,11,8.0,Good,En pareja,Habitación Doble - 1 o 2 camas
Alexandre,España,Excepcional,"La habitación y la atención del personal de recepción, muy agradables.","The room and the attention of the reception staff, very nice.",0.4754,positive,70,El WiFi no llegaba a toda la habitacion,WiFi did not reach the entire room,-0.0191,neutral,39,2021-11-22,2021,11,10.0,Wonderful,En pareja,Habitación Doble - 1 o 2 camas
Oscar&mary,España,Finde espectacular,"La ubicación y la limpieza. La media pensión desayuno-cena ,el desayuno buffet todo muy bueno y de buena calidad. La cena , tipo carta ESPECTACULAR 😍, unos platos de alta cocina increíble y buenísimo. El trato de los camareros muy cercano y educados. Repetiremos en nuestra próxima visita Andorra!","Location and cleanliness. Half board breakfast-dinner ,breakfast buffet all very good and good quality. Dinner , SPECTACULAR menu type😍, some amazing and delicious haute cuisine dishes. The treatment of the waiters very close and polite. We will repeat on our next visit Andorra!",0.9346,positive,297,Nada. Todo perfecto!,"Noting, Everything is perfect. ",0.5719,positive,20,2021-11-22,2021,11,10.0,Wonderful,En pareja,Habitación Doble Deluxe
Cristina,España,Muy bien,Amplitud de las habitaciones,Room Amplitude,0.0,neutral,28,Las vistas,The views,0.0,neutral,10,2021-11-22,2021,11,8.0,Good,En grupo,Habitación Familiar Deluxe
Teresa,España,Hace años que vamos,"la atención de todo el personal, sobretodo del restaurante y la amplitud de las habitaciones.","the attention of all the staff, especially the restaurant and the spaciousness of the rooms.",0.0,neutral,93,la iluminación de las habitaciones demasiado tenues,the lighting of the rooms too dim,0.0,neutral,51,2021-11-21,2021,11,10.0,Wonderful,En familia,Habitación Familiar
David,España,Siempre repetimos!,Habitaciones enormes con literas. Ideal si vas con niños.,Huge rooms with bunk beds. Ideal if you go with children.,0.6908,positive,57,,,,,0,2021-11-21,2021,11,10.0,Wonderful,En familia,Habitación Doble - 1 o 2 camas
Vanesa,España,Habitación,"La habitación era grande y comoda
La comida estaba genial tanto el desayuno como la cena. Los camareros muy majos, si les preguntabas te aconsejaban sitios que visitar
El hotel estaba en muy buena localización
Las camas eran muy cómodas y los baños estaban muy bien","The room was large and comfortable
The food was great for both breakfast and dinner. The very nice waiters, if you asked them they advised you places to visit
The hotel was in a very good location
The beds were very comfortable and the bathrooms were very nice.",0.9642,positive,265,"Las tarjetas para abrir la puerta y encender la luz iba un poco mal.
Lo único que la cena es un menú y si te quedas muchos días (6 nosotros) se hace un poco repetitivo.
Hubo un malentendido con el parking pero lo solucionaron sin problema.","The cards to open the door and turn on the light were going a little wrong.
The only thing that dinner is a menu and if you stay many days (6 us) it becomes a bit repetitive.
There was a misunderstanding with the parking but they solved it without problem.",0.3035,positive,239,2021-11-21,2021,11,10.0,Wonderful,En pareja,Habitación Doble - 1 o 2 camas
Lucia,España,Sitio idóneo para pasar unos días.,"Trato agradable, estancia muy cómoda. La comida muy buena.","Nice treatment, very comfortable stay. Very good food.",0.862,positive,58,,,,,0,2021-11-19,2021,11,9.0,Wonderful,En pareja,Habitación Doble Deluxe
Montse,España,Perfecta.,El desayuno es buenisimo. Todo lo que hay és de muy buena calidad.,Breakfast is great. Everything there is is of very good quality.,0.807,positive,66,Nada. He ido en varias.ocasiones y volvere a ir.,Nothing. I've gone on several occasions and I'll go again.,0.0,neutral,48,2021-11-19,2021,11,10.0,Wonderful,En pareja,Habitación Doble - 1 o 2 camas
Francisco,España,Fantástico,La cena y el desayuno. La atención del personal.,Dinner and breakfast. The attention of the staff.,0.0,neutral,48,El baño le hace falta una renovación.,The bathroom needs a renovation.,0.0,neutral,37,2021-11-19,2021,11,9.0,Wonderful,En pareja,Habitación Doble - 1 o 2 camas
Roberto,España,Muy bien,"la amplitud de la habitación, el baño con dos duchas, la cama enorme","the spaciousness of the room, the bathroom with two showers, the huge bed",0.3182,positive,68,"ubicación fantástica para andar, pero para ir en coche no tan bien, el wifi fatal, apenas llegaba cobertura a la habitación","fantastic location to walk, but to drive not so well, the fatal wifi, barely reached the room coverage",-0.7662,negative,123,2021-11-18,2021,11,8.0,Good,En pareja,Habitación Doble - 1 o 2 camas
Xavier,España,comodidad,"Ubicación, calidad & precio, personal","Location, quality & price, staff",0.0,neutral,37,,,,,0,2021-11-18,2021,11,9.0,Wonderful,En familia,Habitación Doble - 1 o 2 camas
Maria,España,"Instalaciones muy comodas, desayuno muy completo y café buenisimo! Muy céntrico.","El desayuno muy completo,cafe buenísimo y comida muy variada.","The breakfast is very complete, the coffee is very good and the food is very varied.",0.4927,positive,61,Me gustó todo.,I liked everything,0.4215,positive,14,2021-11-18,2021,11,10.0,Wonderful,En pareja,Habitación Doble - 1 o 2 camas
Gabriela,España,Fantástico,"habitación muy espaciosa, perfecta para ir en familia","very spacious room, perfect for families",0.6077,positive,53,,,,,0,2021-11-18,2021,11,9.0,Wonderful,En familia,Habitación Doble - 1 o 2 camas
Sandra,España,Fabuloso,"Hotel céntrico ideal para pasar unos días en pareja o familia, habitaciones enormes y muy bien equipadas. Segunda vez que vengo y siñeguramente repetire","Centrally located hotel ideal for spending a few days as a couple or family, huge rooms and very well equipped. Second time I come and I sure as hell repeat",0.5849,positive,152,,,,,0,2021-11-15,2021,11,8.8,Good,En familia,Habitación Doble Deluxe
Esther,España,Tranquilidad,"El desayuno excelente 
Los camareros de la zona de desayuno muy, muy amables","Excellent breakfast The 
waiters in the breakfast area are very, very friendly",0.8162,positive,76,"Podrían mejorar el tema habitación, éramos 3 y nos dieron una habitación para 5. Lo incomodo en esta caso es que uno durmió en una litera.","They could improve the room theme, there were 3 of us and they gave us a room for 5. The inconvenience in this case is that one slept in a bunk.",0.1027,neutral,138,2021-11-15,2021,11,8.0,Good,En familia,Habitación Triple
Jose,España,Breve pero intenso,"Siempre que vamos a Andorra, venimos a este hotel, porque nos encanta la situacion, la amplitud de las habitaciones, el personal... Gracias","Whenever we go to Andorra, we come to this hotel, because we love the situation, the spaciousness of the rooms, the staff... Thank you",0.7717,positive,139,"En esta ocasión nos quedamos sin parking, estaba todo lleno y los parkings exteriores mas cercanos, tambien. Como sugerencia, tener parkings disponibles para cubrir demandas, aunque fuese en el hotel de enfrente, plazas alquiladas. Gracias","On this occasion we ran out of parking, everything was full and the nearest outdoor car parks, too. As a suggestion, have parking available to meet demands, even if it was in the opposite hotel, rented spaces. Thank you",0.3612,positive,239,2021-11-14,2021,11,10.0,Wonderful,En grupo,Habitación Doble - 1 o 2 camas
Erica,España,Excelente,"Ubicación perfecta, habitación grande, preciosa y de diseño, pero lo mejor la cena: cogimos media pension y fue cena de menú, calidad espectacular. Un 10 los cocineros","Perfect location, large, beautiful and designer room, but the best dinner: we took half board and it was dinner menu, spectacular quality. 10 The Cooks",0.891,positive,167,,,,,0,2021-11-14,2021,11,10.0,Wonderful,En pareja,Habitación Doble - 1 o 2 camas
Hugo,España,Fantástico,Las almohadas eran demasiado duras,The pillows were too hard,-0.1027,neutral,34,,,,,0,2021-11-14,2021,11,9.0,Wonderful,En pareja,Habitación Doble Deluxe
Osorio,España,Fantástico,El personal muy amable y el desayuno y cena muy bien.,Very friendly staff and breakfast and dinner very well.,0.7083,positive,53,,,,,0,2021-11-14,2021,11,9.0,Wonderful,En familia,Habitación Familiar Deluxe
Cristina,España,Genial,La comodidad de las camas y sus habitaciones,The comfort of the beds and their rooms,0.3612,positive,44,,,,,0,2021-11-12,2021,11,9.0,Wonderful,En grupo,Habitación Doble - 1 o 2 camas
Hal05,España,Excelente.,Ubicación. La habitación perfecta. Y una relación calidad/precio inmejorable.,Location. The perfect room. And an unbeatable quality/price ratio.,0.5719,positive,77,Las plazas de parking un poco pequeñas. Deberían mejorar la calidad del WIFI.,The parking spaces are a little small. They should improve the quality of the WIFI.,0.4404,positive,77,2021-11-12,2021,11,9.0,Wonderful,Persona que viaja sola,Habitación Doble - 1 o 2 camas
Silvina,España,Fantástico,"Muy bien atendidos por el personal del hotel. Habitaciones muy amplías y muy limpio todo. La ubicación del hotel es perfecta, para dejar el coche en el parking del hotel y moverse andando por la Ciudad.
Es la segunda vez que reservó y no decepciona","Very well taken care of by the hotel staff. Very spacious rooms and very clean everything. The location of the hotel is perfect, to leave the car in the hotel car park and move around the city.
It's the second time he's booked and he doesn't disappoint",0.9275,positive,248,,,,,0,2021-11-11,2021,11,9.0,Wonderful,En grupo,Habitación Doble - 1 o 2 camas
Alexandre,España,sin sorpresas,La habitación espaciosa y muy tranquila sin ruidos.,The room is spacious and very quiet without noise.,0.0,neutral,51,"servicio de bar, complicado servicio de bar para tomar una copa.","bar service, complicated bar service for a drink.",0.0,neutral,64,2021-11-11,2021,11,8.0,Good,En pareja,Habitación Doble Deluxe
Ricardo,España,Muy bien,Las cenas y el trato del personal fue excelente.,Dinners and staff treatment were excellent.,0.5719,positive,48,Falta de mantenimiento o de un cambio de mobiliario en habitaciones.,Lack of maintenance or a change of furniture in rooms.,-0.3182,negative,68,2021-11-09,2021,11,8.0,Good,En familia,Habitación Doble - 1 o 2 camas
Carme,España,"Excelente,","Desayuno correcto.
Ubicacion perfecta","Correct breakfast.
Perfect location",0.5719,positive,37,Parking muy caro,Very expensive parking,0.0,neutral,16,2021-11-07,2021,11,10.0,Wonderful,En pareja,Habitación Doble - 1 o 2 camas
Paqui,España,Un hotel muy recomendable,"Un hotel muy céntrico , la habitación muy grande y limpia , dos cuartos de baño , y tengo que recomendar el restaurante el menú super bueno y la atención de los camareros una chica y un chico muy amables y simpáticos , volveremos seguro","A very central hotel, the room very large and clean , two bathrooms , and I have to recommend the restaurant the super good menu and the attention of the waiters a very nice and friendly girl and boy, we will return for sure",0.9644,positive,236,,,,,0,2021-11-06,2021,11,10.0,Wonderful,En familia,Habitación Cuádruple Estándar
Rosa,España,Muy bien,Todo perfecto,Everything is perfect,0.5719,positive,13,,,,,0,2021-11-05,2021,11,8.0,Good,En grupo,Habitación Triple
Ricardo,España,Excepcional,"La ubicacion es ideal,cerca de Caldea y de la calle de las tiendas,Cenas buenisimas y tambien el desayuno,personal muy atento y simpatico.Volveremos seguro.","The location is ideal,close to Caldea and the street of shops, very good dinners and also breakfast, very attentive and friendly staff.",0.7688,positive,156,No tengo queja,So I have no complaint,-0.6049,negative,14,2021-11-04,2021,11,10.0,Wonderful,En pareja,Habitación Doble Deluxe
Jose,España,Perfecto,La habitación,The bedroom,0.0,neutral,13,Nada,Nothing,0.0,neutral,4,2021-11-03,2021,11,10.0,Wonderful,En pareja,Habitación Doble Deluxe
Judith,España,Aceptable pero mejorable,"La ubicación. La amplitud de la habitación, el desayuno, las instalaciones, la comodidad y tranquilad de la suite en la que nos alojábamos. La cama 200x200 muy cómoda pero las almohadas podrían ser mejor.","The location. The spaciousness of the room, the breakfast, the facilities, the comfort and tranquility of the suite in which we stayed. The bed 200x200 very comfortable but the pillows could be better.",0.8315,positive,204,"El suelo de la entrada de la habitación estaba un poco levantado, es parquet y estaba bufado y en mal estado. Los marcos de las puertas estaban también en mal estado y bufados por la parte de abajo.
Los muebles, no son los de las imágenes, al menos los de la suite que nos tocó, estaban picados, bufados y la “piel” del reposa pies del sofá estaba bastante mal y con partes deshechas. Las juntas del baño están como sucias o bien antiguas y habían goteras en la parte de la bañera, cuando la habitación de arriba se duchaba aparecían las goteras en el techo del baño encima de la bañera…",QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS,0.0,neutral,587,2021-11-02,2021,11,8.0,Good,En pareja,Habitación Doble - 1 o 2 camas
Lejud,España,10 en Andorra,La atención los trabajadores del restaurante,Attention restaurant workers,0.0,neutral,44,Nada negativo,Nothing,0.0,neutral,13,2021-11-01,2021,11,10.0,Wonderful,En pareja,Habitación Doble Deluxe
Monica,España,Fantástico hotel y magnífica ubicación.,La Habitación cuadruple muy grande y equipada.,The Quadruple Room is very large and equipped.,0.0,neutral,46,Todo bien.,Everything’s fine.,0.2023,positive,10,2021-11-01,2021,11,10.0,Wonderful,En familia,Habitación Cuádruple Estándar
Amadeu,España,Muy bien,Habitación muy grande,Very large room,0.0,neutral,21,,,,,0,2021-11-01,2021,11,8.0,Good,En pareja,Habitación Doble - 1 o 2 camas
Maria,España,Muy bien,"La habitación amplia y cómoda. 
Todo muy limpio.","The room is spacious and comfortable. 
Everything is very clean.",0.7425,positive,48,No tiene alguna zona para niños.,It doesn't have a children's area.,0.0,neutral,32,2021-10-30,2021,10,8.0,Good,En familia,Habitación Triple (2 adultos + 1 niño)
